Classification Name,Classification Code,Time,Time Code,Country Name,Country Code, ,1000000:GROSS DOMESTIC PRODUCT [1000000],9100000:HOUSEHOLDS AND NPISHS FINAL CONSUMPTION EXPENDITURE [9100000],9020000:ACTUAL INDIVIDUAL CONSUMPTION [9020000],1101000:FOOD AND NON-ALCOHOLIC BEVERAGES [1101000],1101100:FOOD [1101100],1101110:Bread and cereals [1101110],1101120:Meat [1101120],1101130:Fish and seafood [1101130],"1101140:Milk, cheese and eggs [1101140]",1101150:Oils and fats [1101150],1101160:Fruit [1101160],1101170:Vegetables [1101170],"1101180:Sugar, jam, honey, chocolate and confectionery [1101180]",1101190:Food products n.e.c. (Class) [1101190],1101200:NON-ALCOHOLIC BEVERAGES [1101200],"1102000:ALCOHOLIC BEVERAGES, TOBACCO AND NARCOTICS [1102000]",1102100:ALCOHOLIC BEVERAGES [1102100],1102200:TOBACCO [1102200],1103000:CLOTHING AND FOOTWEAR [1103000],"9060000:ACTUAL HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS [9060000]","1105000:FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE [1105000]",9080000:ACTUAL HEALTH [9080000],1107000:TRANSPORT [1107000],1107100:PURCHASE OF VEHICLES [1107100],1107300:TRANSPORT SERVICES [1107300],1108000:COMMUNICATION [1108000],9110000:ACTUAL RECREATION AND CULTURE [9110000],9120000:ACTUAL EDUCATION [9120000],1111000:RESTAURANTS AND HOTELS [1111000],9140000:ACTUAL MISCELLANEOUS GOODS AND SERVICES [9140000],1113000:NET PURCHASES ABROAD [1113000],9260000:INDIVIDUAL CONSUMPTION EXPENDITURE BY HOUSEHOLDS WITHOUT HOUSING [9260000],9270000:GENERAL GOVERNMENT FINAL CONSUMPTION EXPENDITURE [9270000],1300000:INDIVIDUAL CONSUMPTION EXPENDITURE BY GOVERNMENT [1300000],1400000:COLLECTIVE CONSUMPTION EXPENDITURE BY GOVERNMENT [1400000],1500000:GROSS CAPITAL FORMATION [1500000],1501000:GROSS FIXED CAPITAL FORMATION [1501000],1501100:MACHINERY AND EQUIPMENT [1501100],1501200:CONSTRUCTION [1501200],1501300:OTHER PRODUCTS [1501300],1502000:CHANGES IN INVENTORIES [1502000],1503000:ACQUISITIONS LESS DISPOSALS OF VALUABLES (Category) [1503000],1600000:BALANCE OF EXPORTS AND IMPORTS [1600000],9250000:DOMESTIC ABSORPTION [9250000],SP.EXCHG.RATE.ICP:Exchange Rate Value [SP.EXCHG.RATE.ICP],SP.POP.TOTL.ICP:Population [SP.POP.TOTL.ICP],SP.POP.TOTL.ICP.ZS:Population shares (World=100) [SP.POP.TOTL.ICP.ZS]
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Estonia,EST,,20416.176,10268.626,12505.528,2068.09,1904.502,298.575,399.039,113.01,424.148,42.963,144.7,167.349,227.598,87.119,163.589,823.749,533.607,256.87,677.763,1962.098,447.891,1223.268,1202.511,241.607,248.773,256.095,1137.414,973.547,864.039,1262.641,-393.578,8887.067,4056.221,2236.902,1819.318,5217.435,5065.532,1620.396,2714.917,730.218,151.302,0.601,873.895,19542.282,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Finland,FIN,,46307.199,24642.481,31631.682,2733.291,2481.845,387.013,429.672,124.902,456.13,59.067,219.451,236.884,212.273,356.454,251.446,1070.387,673.529,329.176,979.94,6700.018,1106.688,3750.148,2769.592,757.208,512.325,564.419,2894.085,2166.41,1555.229,5207.342,134.132,19656.846,10561.737,6989.201,3572.536,11049.861,10764.575,2430.367,6352.794,1981.415,271.545,13.741,53.119,46254.08,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,France,FRA,,38661.15,20880.137,26874.438,2700.199,2466.193,452.83,619.232,145.337,344.888,53.529,208.896,337.251,204.405,99.826,234.005,753.577,355.942,343.915,775.18,5625.144,995.356,3615.048,2772.374,723.15,492.517,491.178,2099.849,1772.838,1477.172,4083.601,-287.079,17008.272,9156.697,5994.301,3162.395,9033.456,8690.956,1388.18,4644.135,2658.641,331.365,11.135,-409.14,39070.289,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Georgia,GEO,,4356.936,3042.955,3266.598,762.799,674.071,141.224,153.404,12.531,131.471,45.878,38.152,73.613,62.323,15.474,88.728,173.795,80.812,76.164,90.136,565.257,159.959,318.552,297.052,23.877,80.231,86.904,174.175,248.115,101.238,288.616,0,2667.514,603.572,223.643,379.929,1189.012,1110.674,450.808,507.582,152.284,78.337,0,-478.603,4835.539,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Germany,DEU,,44350.33,23192.957,28858.596,2354.087,2076.176,356.116,441.974,71.767,364.795,59.918,206.623,291.961,173.917,109.106,277.911,710.017,319.036,358.453,1038.033,5275.601,1432.185,3881.137,3011.609,1028.507,528.037,509.682,2642.796,1706.898,1191.791,4639.428,465.331,19555.194,8806.431,5665.639,3140.792,9201.417,9100.921,2480.524,4383.521,2236.876,16.633,83.863,3149.525,41200.804,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Greece,GRC,,18930.508,13005.925,14608.369,2341.936,2218.266,458.088,484.898,132.945,390.686,139.479,215.024,271.876,95.281,29.99,123.67,679.961,129.404,433.956,511.294,2739.929,385.696,1554.751,1878.089,417.128,799.577,602.715,825.212,946.687,2125.234,1353.573,-1336.709,10954.068,3749.511,1602.444,2147.068,2368.119,2441.502,1007.042,1007.674,426.785,-73.761,0.378,-193.047,19123.555,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Hungary,HUN,,14496.756,7179.283,8661.616,1322.149,1135.499,192.937,292.51,15.008,241.803,46.212,93.265,110.856,97.599,45.309,186.65,549.027,227.15,266.028,273.542,1366.341,341.518,941.616,956.405,207.841,130.57,264.586,674.01,730.03,644.927,986.938,-389.472,6307.887,2948.522,1482.334,1466.188,3312.298,3222.068,1336.197,1497.161,388.711,64.046,26.184,1056.654,13440.102,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Iceland,ISL,,71312.644,35956.657,47021.16,4766.534,4201.486,541.544,927.173,449.104,750.401,120.744,209.671,386.938,424.6,391.312,565.048,1517.009,929.587,427.473,1157.77,8377.613,2043.672,5810.156,5499.439,1460.509,683.918,760.823,5271.379,4269.383,5329.891,5447.54,-3230.048,29041.661,16755.101,11064.503,5690.598,15642.011,15621.425,4879.09,8537.182,2205.153,20.586,0,2958.875,68353.769,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Ireland,IRL,,69897.939,22482.848,28169.422,1958.461,1741.857,276.874,482.635,69.378,198.22,49.871,154.869,288.597,128.677,92.737,216.605,1132.004,496,419.099,837.866,5588.738,927.568,4011.184,2848.777,987.302,814.906,535.213,1594.155,2266.751,3590.366,2703.472,174.867,18136.71,8376.13,5686.574,2689.556,23600.722,21938.848,3905.761,4793.711,13239.377,1660.18,1.694,15438.24,54459.7,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Italy,ITA,,32407.435,19535.625,23057.368,2806.807,2583.136,478.81,632.716,213.68,364.849,97.962,245.546,370.781,123.966,54.827,223.67,806.598,172.472,340.599,1205.349,4594.385,1227.808,2778.817,2420.563,592.784,395.644,451.246,1453.872,1287.531,2032.153,2355.145,-362.905,16324.375,6100.283,3521.743,2578.54,5805.637,5632.595,1583.013,2552.629,1496.953,140.362,32.68,965.89,31441.545,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Kazakhstan,KAZ,,9247.623,4863.139,5346.114,1184.941,1100.702,152.213,277.991,36.517,184.475,55.769,94.215,173.107,101.177,25.237,84.24,230.692,123.274,70.555,221.746,1200.524,175.08,331.688,574.059,108.613,320.371,194.417,262.604,405.928,96.82,443.981,23.632,4023.195,974.324,482.976,491.348,2673.114,2006.507,916.966,885.416,204.124,666.607,0,737.046,8510.577,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Kyrgyzstan,KGZ,,1297.909,1065.317,1179.006,471,447.989,147.095,89.12,1.687,54.224,33.413,27.008,55.858,36.885,2.698,23.011,55.714,41.421,14.293,99.378,96.024,42.747,57.797,132.364,24.331,46.395,52.257,18.773,86.742,50.596,38.541,-22.927,1035.407,222.334,113.688,108.646,427.039,408.397,76.666,319.061,12.669,13.365,5.277,-416.782,1714.691,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Latvia,LVA,,15595.559,9329.296,10650.08,1670.462,1510.112,283.755,300.044,71.955,272.811,63.118,116.021,161.191,160.028,81.19,160.35,686.411,423.136,236.334,489.323,1994.481,369.504,835.2,1082.811,178.803,250.641,259.217,1068.548,819.087,626.678,895.062,-146.703,7928.302,2824.017,1320.785,1503.233,3417.919,3232.328,1197.032,1634.366,400.931,182.914,2.677,24.326,15571.232,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Lithuania,LTU,,16882.952,10491.384,12083.924,2296.018,2134.972,285.876,556.723,147.157,404.897,94.643,132.925,272.82,147.345,92.587,161.046,642.863,425.095,208.569,625.195,1590.434,705.395,1143.477,1601.299,327.221,164.073,292.586,950.033,673.991,411.088,1171.492,-19.947,9688.867,2754.273,1592.54,1161.733,3234.847,3374.761,1171.034,1724.778,478.949,-150.139,10.225,402.449,16480.503,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Luxembourg,LUX,,107512.628,32052.196,42732.098,3322.552,2879.595,597.234,672.546,245.008,477.683,89.688,214.472,247.019,208.941,127.004,442.957,2917.018,863.809,1998.675,1874.667,8711.358,1987.819,4864.422,5281.939,1593.154,223.234,505.24,3031.36,4461.659,2603.984,8357.922,-5187.843,25164.55,17661.947,10679.902,6982.045,19993.521,20169.511,8031.443,11230.445,907.622,411.399,-587.388,37804.964,69707.664,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Moldova,MDA,,2725.789,2334.052,2600.591,677.557,643.745,123.615,141.184,23.596,104.464,33.881,74.982,78.804,48.186,15.031,33.812,149.382,91.401,57.981,131.8,357.604,236.91,205.993,265.213,102.404,61.629,123.841,93.391,149.965,63.239,134.44,11.256,2134.478,409.785,266.54,143.245,620.868,607.515,170.012,407.755,29.748,13.353,0,-638.916,3364.704,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Montenegro,MNE,,7803.547,5836.641,6500.989,1892.893,1733.506,236.858,419.796,60.143,276.566,46.663,227.604,321.674,100.473,43.729,159.386,431.628,234.526,170.075,368.209,904.613,653.417,462.844,731.945,229.522,103.008,310.425,315.769,395.981,1182.317,416.311,-1565.363,5358.311,1437.968,664.348,773.62,2358.435,2100.864,632.198,1304.813,163.853,257.571,0,-1829.498,9633.045,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Netherlands,NLD,,48676.874,21581.154,29559.022,2442.661,2239.946,484.167,470.318,80.585,279.276,70.231,170.269,324.778,174.754,185.569,202.714,679.759,247.82,327.086,1136.558,5312.05,1206.855,4032.985,2525.092,632.74,472.56,578.138,2537.291,2192.4,1794.489,5077.55,43.194,17434.283,11836.494,7977.867,3858.627,10023.87,9804.01,2325.675,4551.443,2926.893,206.473,13.387,5235.356,43441.518,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,North Macedonia,MKD,,5466.508,3643.547,4060.343,1138.662,1012.337,152.308,189.353,25.662,195.016,37.181,111.222,220.57,44.648,36.377,126.324,205.93,77.857,106.977,157.395,788.575,104.155,226.727,311.046,82.685,109.134,114.795,166.048,257.543,160.573,346.123,82.771,3110.017,815.639,416.796,398.843,1764.2,1229.471,377.926,760.331,91.214,531.068,3.661,-756.878,6223.386,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Norway,NOR,,75637.963,33778.523,46002.611,3544.312,3110.69,384.642,626.77,192.527,492.634,51.804,290.788,282.41,446.293,342.822,433.623,1206.601,665.743,501.746,1483.709,6795.633,1877.348,6283.466,4752.979,1848.658,1114.699,658.536,4263.559,3820.02,2141.19,7536.157,1639.099,28548.816,18157.663,12224.088,5933.575,21053.263,18577.606,3031.277,12303.933,3242.396,2466.751,8.906,2648.514,72989.449,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Poland,POL,,13740.133,8013.09,9344.487,1347.139,1217.03,174.453,287.257,29.198,166.813,42.742,97.566,157.262,130.749,130.99,130.109,470.488,277.233,171.246,420.164,1663.201,427.549,1023.841,976.423,273.304,100.577,180.241,750.786,631.002,286.137,1224.407,-56.891,7510.328,2429.399,1331.397,1098.001,2723.022,2408.657,933.583,1169.245,305.83,311.782,2.583,574.622,13165.511,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Portugal,PRT,,21490.787,13878.564,15881.77,2451.65,2301.307,452.296,458.549,388.164,275.823,117.946,225.211,203.236,104.455,75.627,150.344,462.94,199.755,251.6,910.57,2611.763,704.974,1852.016,1948.936,712.933,249.603,346.065,1027.178,1051.608,1902.543,1869.763,-1258.236,11885.705,3693.145,2003.207,1689.938,3702.149,3607.005,1017.29,1783.602,806.113,80.349,14.795,216.929,21273.858,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Romania,ROU,,10827.396,6819.997,7593.898,1739.511,1642.827,239.974,604.095,49.286,200.382,48.387,118.74,244.411,71.016,66.536,96.684,359.93,176.351,166.104,284.796,1500.716,376.457,792.448,708.601,116.84,205.961,261.336,510.632,366.832,215.411,387.494,89.734,5986.338,1700.876,773.901,926.976,2536.493,2426.227,849.86,1373.168,203.2,107.305,2.961,-229.971,11057.367,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Russian Federation,RUS,,10750.465,5663.024,6459.124,1424.373,1290.949,163.027,389.757,83.164,222.475,51.185,96.953,131.553,117.273,35.563,133.424,404.715,241.02,163.695,361.141,985.506,368.085,530.05,617.065,194.79,183.09,186.448,364.473,355.294,164.015,547.373,150.588,4950.653,1943.366,796.099,1147.266,2569.633,2320.788,615.036,1125.843,579.909,168.484,80.362,574.441,10176.023,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Serbia,SRB,,6304.832,4465.652,5034.29,1092.429,964.098,149.999,283.511,27.668,164.504,30.611,74.124,112.527,74.822,46.334,128.332,353.067,107.518,220.076,179.645,914.573,172.803,468.253,521.422,98.297,98.954,220.515,291.853,244.066,124.214,445.752,5.7,3964.775,1019.511,568.637,450.874,1235.237,1118.835,475.17,442.01,201.656,116.395,0.007,-415.569,6720.401,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Slovakia,SVK,,17556.456,9809.613,11344.653,1658.67,1511.681,292.339,376.412,49.074,282.195,69.708,116.314,132.877,122.118,70.643,146.99,541.694,235.019,223.13,396.428,2788.54,594.147,1123.11,649.163,167.545,162.864,312.03,1055.318,705.061,569.779,1034.034,-83.322,8153.757,3320.016,1535.04,1784.977,4042.615,3731.752,1769.496,1606.09,356.166,303.323,7.54,384.212,17172.244,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Slovenia,SVN,,23507.682,12378.238,14977.321,1872.79,1697.348,284.55,401.227,45.137,326.205,57.699,163.109,232.295,120.903,66.223,175.442,667.861,207.615,386.77,707.153,2499.263,632.814,1766.278,2149.12,632.557,139.169,364.529,1361.136,1158.418,985.762,1644.902,-832.705,10914.681,4332.553,2599.083,1733.47,4713.545,4306.304,1751.925,1759.612,794.767,405.163,2.078,2083.346,21424.336,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Spain,ESP,,28207.449,16465.679,19534.447,2111.192,1918.284,284.071,486.86,232.384,223.62,68.487,188.539,209.442,82.495,142.387,192.909,692.782,193.127,322.842,777.826,3748.95,810.552,2255.255,2124.424,565.592,329.494,436.412,1488.67,1327.03,2547.046,2168.147,-953.837,13767.846,5251.992,3068.768,2183.224,5480.176,5264.276,1404.908,1377.066,2482.303,163.557,52.342,1009.603,27197.847,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Sweden,SWE,,53870.191,24215.453,34460.748,2921.831,2614.747,391.252,490.562,151.082,432.508,73.233,260.5,330.959,363.215,121.437,307.084,802.298,459.087,320.373,1027.184,5989.139,1411.779,4084.639,2900.684,903.73,647.52,730.3,3035.667,3394.814,1654.012,6330.285,178.116,19737.265,14043.088,10245.295,3797.793,13883.379,13555.953,3678.548,5852.709,4024.696,309.345,18.081,1728.27,52141.921,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Switzerland,CHE,,80501.125,43240.184,48094.49,3814.049,3482.507,571.878,794.499,133.902,563.887,92.386,362.81,438.465,246.521,278.158,331.542,1478.901,659.636,575.05,1440.591,10365.608,1574.227,7011.807,3670.161,1306.583,971.861,1058.733,3686.002,3284.446,2890.341,7819.623,0,34582.807,9684.372,4854.306,4830.067,19077.816,19661.933,5647.149,7349.745,6665.038,-807.558,223.441,8498.753,72002.372,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Tajikistan,TJK,,809.983,628.616,714.858,280.24,271.641,64.15,37.704,0.65,23.884,30.339,38.357,43.982,27.718,4.857,8.599,2.196,1.694,0.502,58.904,76.775,27.684,46.952,49.986,13.715,24.975,29.737,22.355,55.137,13.355,25.855,25.681,607.617,118.455,86.242,32.213,266.986,215.681,64.122,145.972,5.588,51.305,0,-204.075,1014.057,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Turkey,TUR,,10616.825,6267.156,7270.448,1223.664,1134.443,147.425,221.75,26.372,207.283,82.249,211.457,136.743,79.064,22.101,89.22,200.865,31.124,169.741,417.397,1614.193,490.688,375.127,967.627,202.131,481.168,195.143,377.128,271.387,459.069,959.027,-280.866,4955.723,1538.042,1003.293,534.749,3290.523,3193.446,961.281,1703.867,528.298,97.077,0,-478.896,11095.72,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Ukraine,UKR,,2640.675,1771.291,2088.539,712.644,681.1,114.141,161.1,40.329,108.425,60.311,48.713,76.682,53.266,18.132,31.544,128.253,67.933,52.712,76.473,186.044,65.726,179.694,165.285,54.934,41.011,44.471,58.843,152.199,36.912,174.447,107.548,1638.921,545.697,317.248,228.45,526.735,416.23,211.857,186.952,17.421,110.384,0.121,-203.048,2843.723,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,United Kingdom,GBR,,40424.054,26281.127,31219.723,1961.779,1752.68,319.015,365.358,71.358,193.177,48.099,214.524,266.291,220.631,54.226,209.099,814.855,386.471,372.461,1305.602,6600.144,1160.193,3311.933,3183.691,980.187,821.88,427.292,3643.982,2356.445,1971.536,4209.91,272.36,20551.235,7544.961,4938.596,2606.366,7088.264,6967.636,1564.284,3288.748,2114.604,96.335,24.293,-490.298,40914.353,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Latin America & Caribbean (ICP),LCB,,9181.459,6003.782,6686.254,1253.084,1115.971,243.122,302.702,36.754,152.074,55.556,83.208,96.183,72.026,74.347,137.113,152.951,102.659,47.836,251.168,955.342,370.376,652.038,822.651,203.416,288.457,210.269,308.951,553.553,410.714,777.666,-32.51,5296.788,1504.181,682.472,821.709,1758.831,1678.692,601.572,944.002,133.118,80.319,-0.18,-85.336,9266.795,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Anguilla,AIA,,19441.487,14923.173,16075.75,2266.95,1680.216,274.846,330.329,199.767,218.67,62.103,157.655,260.966,76.748,99.132,586.734,385.262,375.81,9.451,308.672,3727.036,487.268,692.759,2415.428,721.575,760.428,1321.766,612.908,834.144,665.529,2358.028,0,12442.476,3820.598,1152.578,2668.021,3862.843,4126.628,811.886,2838.956,475.786,-288.395,24.61,-3165.127,22606.614,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Antigua and Barbuda,ATG,,15890.77,6539.372,7801.262,1787.511,1586.533,221.775,284.112,159.172,196.396,52.944,117.772,381.468,47.286,125.607,200.978,181.372,134.798,46.575,242.186,2260.5,500.195,1190.483,1361.656,416.693,510.023,520.535,346.45,514.575,263.513,1293.286,-2661,5079.905,2705.742,1261.89,1443.852,5055.684,5028.222,898.621,4111.349,18.251,27.462,0,1589.972,14300.798,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Argentina,ARG,,14627.279,10024.623,11052.147,2020.681,1653.839,320.617,473.728,23.725,253.961,160.253,61.363,63.505,162.577,134.11,366.843,415.311,309.677,105.634,345.142,937.175,606.775,1256.831,1343.426,295.888,567.818,448.168,574.686,982.167,789.857,1336.765,-4.838,9300.371,2630.546,1027.524,1603.022,2372.589,2200.715,885.406,1285.675,29.634,171.874,0,-400.479,15027.758,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Aruba,ABW,,29005.627,17636.211,17788.434,1423.768,1272.818,231.701,317.277,64.738,176.188,42.576,128.522,141.778,55.142,114.896,150.95,100.315,79.637,20.678,339.227,7149.222,1198.96,153.654,2048.884,767.158,222.051,1169.639,1165.451,831.844,568.966,1638.503,0,12777.966,4841.597,152.223,4689.374,6035.201,5634.841,1968.398,1836.111,1830.332,400.36,0,492.619,28513.009,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,"Bahamas, The",BHS,,31827.743,20096.458,21762.247,2496.064,2195.101,257.575,588.191,292.906,127.328,50.511,243.031,321.718,53.792,260.049,300.964,266.599,246.015,13.699,559.224,6460.316,953.48,1632.002,1980.113,387.377,563.371,679.718,1849.447,1693.363,1082.248,2109.672,0,14563.635,4315.658,1665.79,2649.869,8782.854,8424.923,2744.257,5657.548,23.119,349.231,8.7,-1367.227,33194.97,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Barbados,BRB,,16457.419,11755.049,13053.183,1778.855,1636.521,293.936,434.929,195.93,217.701,65.692,103.157,228.823,39.307,57.046,142.334,197.202,144.828,52.374,235.286,6719.083,351.555,673.239,891.308,65.877,478.414,538.498,473.742,734.877,2367.904,1058.971,-2967.337,5897.33,3111.999,1298.134,1813.865,3354.785,2759.611,432.999,1403.49,923.122,595.174,0,-1764.414,18221.832,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Belize,BLZ,,4956.808,3442.672,3674.124,661.435,570.985,147.277,138.625,7.572,79.132,37.56,13.862,77.371,27.712,41.875,90.45,57.504,51.74,5.764,286.301,914.793,239.43,283.491,468.926,83.559,132.423,115.608,239.601,203.015,24.308,179.713,0,2612.651,814.366,231.452,582.914,868.808,913.635,390.701,522.627,0.307,-44.827,0,-169.038,5125.846,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Bolivia,BOL,,3327.05,2250.897,2318.464,780.115,678.792,119.054,188.196,14.864,75.689,34.115,36.615,105.212,70.867,34.18,101.323,35.662,23.626,12.036,49.477,246.284,164.856,164.734,396.123,39.685,212.642,24.302,23.39,182.448,180.295,69.329,1.449,2124.805,566.318,67.568,498.751,739.28,707.609,351.688,265.883,90.038,31.671,0,-229.445,3556.495,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Bonaire,BON,,,9002.27,,987.388,879.763,175.456,147.478,36.675,76.734,22.112,60.304,77.308,29.332,254.364,107.624,53.946,38.767,15.179,421.554,,531.938,,1563.456,624.845,533.609,471.593,,,637.398,,0,7586.518,,,,,,,,,,,,,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Brazil,BRA,,9925.438,6400.186,7269.274,1179.802,1070.78,263.113,271.333,38.91,158.857,40.554,73.634,101.658,75.161,47.56,109.023,94.038,51.414,42.623,294.957,1107.549,438.765,815.456,810.077,198.296,177.101,235.995,277.366,672.954,404.259,938.057,0,5576.763,2001.814,869.087,1132.727,1452.13,1445.517,514.54,716.975,214.002,6.613,0,71.308,9854.13,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Cayman Islands,CYM,,81121.593,43809.739,46029.793,3135.526,2513.87,312.557,612.931,246.024,320.591,65.149,238.179,368.327,142.976,207.137,621.656,831.46,691.432,140.028,1263.059,11098.443,1991.593,4483.794,4733.875,1272.19,1541.526,1409.511,2948.142,2677.684,3175.16,8281.546,0,35683.15,7551.383,2220.054,5331.329,11166.673,11094.887,3546.3,7376.529,172.058,40.077,31.71,18593.797,62527.795,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Chile,CHL,,14995.138,9449.647,10884.491,1671.799,1437.914,291,346.991,50.133,203.951,58.251,150.69,185.556,86.293,65.05,233.885,301.347,189.733,111.614,552.769,1503.109,618.372,1279.274,1207.163,316.41,475.818,349.39,662.848,1015.786,562.905,1230.871,-71.143,8402.257,2100.71,1434.844,665.865,3237.712,3161.403,1091.331,1723.148,346.924,76.309,0,207.07,14788.068,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Colombia,COL,,6325.415,4336.244,4648.406,772.913,732.748,107.97,187.482,29.538,92.256,40.419,126.351,64.616,64.203,19.914,40.165,128.461,81.361,22.925,245.464,685.159,187.268,402.225,341.487,56.724,179.7,153.579,233.097,370.976,492.859,607.476,27.441,3869.568,942.652,312.162,630.49,1367.507,1375.316,359.359,876.085,139.872,-7.974,0.165,-320.988,6646.403,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Costa Rica,CRI,,12253.666,7953.635,9305.916,1479.548,1288.722,272.889,297.421,41.58,198.306,75.532,74.017,164.693,78.734,85.55,190.826,146.976,107.191,39.651,258.776,1321.765,495.078,1140.538,793.676,215.271,430.436,424.524,474.096,1064.458,628.006,1078.473,0,7034.596,2011.855,1352.281,659.574,2250.836,2240.733,755.322,1204.409,281.003,7.962,2.14,37.34,12216.326,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Curaçao,CUW,,19234.464,12073.073,13759.502,1561.095,1432.917,302.258,313.655,96.329,143.791,40.905,104.604,160.028,68.695,202.65,128.179,115.458,80.821,34.637,407.754,3235.775,1380.865,1486.331,1698.073,537.154,474.782,861.342,1389.924,542.724,287.536,1843.821,-1051.195,10254.44,3301.166,1686.429,1614.738,8033.693,5408.607,2926.332,2272.195,210.079,2625.086,0,-4173.469,23407.933,,,
"Expenditure per capita, market exchange rate-based (US$)",PCAP.CD,2017,YR2017,Dominica,DMA,,7274.721,6190.296,6654.432,1165.08,1103.836,248.797,187.48,122.555,116.116,46.873,75.346,180.604,45.61,80.455,61.244,49.652,44.811,4.841,327.165,1528.916,336.798,406.432,1295.88,269.989,456.201,254.641,263.239,306.28,185.778,534.572,0,5171.492,1263.318,464.137,799.181,902.07,1206.51,295.614,832.492,78.404,-304.441,0,-1080.962,8355.683,,,
